Price_Milk,Price_Chocolate,Price_Soup,Price_Ramen,Demand_Milk,Demand_Chocolate,Demand_Soup,Demand_Ramen
3.26,7.71,2.87,1.53,892,78,227,142
4.95,4.89,2.69,1.61,423,70,262,190
5.5,3.73,3.24,1.23,434,102,122,375
5.31,6.1,5.97,0.97,331,67,62,720
4.15,4.57,5.27,2.51,899,69,123,106
3.87,5.42,3.75,3.35,500,65,296,58
3.62,5.56,4.42,2.85,636,62,189,74
3.45,5.36,4.97,0.31,565,123,60,10661
3.29,4.62,4.88,0.44,1095,100,71,5241
4.13,7.21,3.24,0.75,721,68,175,1121
2.83,5.34,2.61,1.85,1010,67,341,278
5.38,5.18,5.31,2.87,447,61,116,87
4.17,7.89,5.52,3.05,648,62,137,58
2.22,4.98,3.15,1.56,1252,158,336,653
3.13,7.51,5.26,2.13,1251,82,156,218
2.59,7.51,5.59,0.37,1387,87,64,6932
4.38,2.57,3.32,1.19,530,94,193,661
1.64,3.04,5.58,0.78,1762,269,190,2187
2.39,5.23,5.44,2.05,1746,117,152,265
3.52,7.18,5.28,2.93,661,93,109,121
2.39,7.93,4.62,0.32,1627,98,78,12436
2.55,3.88,2.85,0.67,1324,174,253,1823
5.28,2.74,2.2,1.1,527,130,284,380
1.89,5.34,5.54,0.65,1849,106,86,2783
3.02,3.4,4.2,2.09,1346,105,144,207
2.65,6.96,5.19,3.14,956,145,133,129
3.57,2.8,2.91,1.31,597,157,170,515
4.45,2.74,4.4,2.55,514,158,102,136
5.09,3.9,3.28,3.13,593,113,218,85
4.12,6.39,4.65,0.26,1048,77,65,9459
4.72,4.03,2.79,1.65,453,134,195,194
1.5,3.61,2.81,0.88,2284,97,313,1737
1.68,6.7,4.13,1.67,1286,183,295,503
4.1,3.5,3.54,0.6,487,129,104,1786
5.35,7.42,3.55,1.35,302,51,136,308
3.83,5.49,2.1,2.23,471,97,564,144
2.55,6.4,5.94,0.46,1151,63,60,5638
2.33,7.07,2.07,2.01,1143,91,657,290
2.0,7.46,5.01,3.46,1782,137,149,130
2.83,5.56,4.6,1.2,854,119,200,1346
3.45,7.95,5.75,0.39,1108,70,60,6099
4.9,3.69,5.92,2.19,541,93,95,160
4.98,4.77,5.11,0.35,416,65,43,6270
5.35,7.49,2.21,0.26,446,54,69,7824
2.74,4.93,3.72,0.14,1352,125,90,57218
3.41,3.47,4.67,3.27,956,206,152,74
1.78,2.24,4.82,0.88,1509,320,181,1869
4.7,6.44,5.39,1.83,690,69,96,185
3.2,7.94,3.92,3.16,723,77,247,77
4.76,7.93,3.69,2.96,600,71,190,110
1.53,5.01,3.1,1.25,1649,257,384,537
4.3,2.97,5.01,2.83,496,131,165,126
2.99,4.96,4.66,1.49,707,133,67,426
3.95,6.48,4.7,1.41,828,98,114,328
5.06,7.4,5.05,2.31,470,49,139,111
3.67,7.28,4.93,0.97,701,57,81,981
5.42,3.17,2.67,2.59,709,100,219,105
4.44,2.87,4.48,0.62,698,149,58,1286
4.01,3.9,3.1,2.03,809,99,222,190
2.13,2.88,5.06,0.29,1379,230,92,12950
2.6,4.62,2.81,3.49,1232,141,499,104
1.6,4.74,2.31,0.88,1385,202,566,1341
2.39,3.78,3.84,2.62,1090,157,232,129
1.84,4.16,4.81,0.55,1866,189,148,4816
3.01,5.35,2.88,2.53,892,116,324,105
3.67,6.27,2.52,2.33,652,82,332,119
2.74,5.92,2.5,0.53,724,68,210,1838
2.9,2.51,2.61,2.65,791,180,377,101
3.28,7.08,4.3,2.94,1013,77,215,132
3.51,6.91,3.05,0.45,735,84,155,3142
4.74,7.73,3.68,2.81,680,64,236,83
1.85,6.54,3.69,2.2,1509,137,356,257
1.51,7.28,5.84,2.34,2423,157,225,512
2.3,7.66,3.56,2.74,1364,136,346,134
3.15,7.29,5.16,0.53,765,84,84,2674
2.78,2.62,3.96,1.67,862,161,170,434
5.15,2.43,5.68,1.21,509,113,61,514
2.64,7.69,5.6,3.44,1402,93,156,92
1.65,2.17,5.33,0.17,1714,265,85,57747
3.23,3.45,3.83,0.47,1285,156,109,3988
2.69,7.92,5.03,0.53,1049,76,88,2770
3.13,4.69,3.06,3.3,1075,92,357,90
5.04,6.24,2.15,2.58,746,51,348,76
4.12,4.65,2.35,2.86,854,100,285,104
4.51,2.11,2.11,1.73,551,189,290,196
3.56,4.88,4.43,3.37,910,72,215,67
3.63,7.87,5.12,1.58,943,78,79,468
2.22,2.18,3.19,1.5,1744,295,313,474
3.03,5.71,3.25,2.02,768,84,234,273
5.25,5.4,4.98,3.0,853,64,85,88
4.96,2.13,4.2,2.25,492,142,132,114
3.27,7.42,4.99,2.75,842,59,129,109
3.42,6.53,3.07,0.96,942,66,250,829
2.89,5.7,3.51,0.92,1123,139,146,1125
4.35,7.52,4.35,1.57,856,64,149,365
2.8,5.19,2.19,0.11,1234,151,175,63459
2.02,5.71,3.98,2.37,1448,138,237,325
5.17,4.29,5.5,2.02,402,99,96,170
1.6,7.2,2.6,3.29,2262,153,976,130
5.32,4.81,2.2,1.82,476,87,296,118
2.15,4.27,5.03,1.78,1070,129,237,592
5.33,7.29,4.82,2.94,469,37,127,74
4.25,5.08,4.52,1.76,924,82,86,341
2.12,7.58,5.3,1.85,1767,109,227,490
4.31,2.67,4.74,0.71,887,169,69,1385
4.1,3.61,2.31,2.05,1072,86,264,87
3.78,3.1,2.78,2.17,904,149,251,135
3.69,2.11,2.54,3.17,632,247,360,95
3.59,6.02,5.17,2.75,809,80,130,150
5.14,2.02,5.97,2.03,734,179,59,225
1.83,5.34,3.13,1.1,1310,180,230,958
4.67,3.67,3.47,0.94,440,90,147,648
3.19,2.46,4.23,2.9,949,182,222,167
4.06,4.35,5.52,2.18,509,89,109,145
4.13,3.29,5.19,1.25,531,152,120,553
5.08,6.82,3.23,1.78,542,43,186,103
3.37,3.64,2.82,0.24,695,168,96,14566
3.61,4.83,2.82,0.86,576,123,195,708
3.72,4.78,2.81,0.35,603,98,158,3009
3.78,7.4,3.41,3.06,891,65,259,75
2.52,5.87,5.5,0.95,1286,105,87,1253
2.91,3.96,3.94,3.06,880,164,300,124
2.85,5.32,4.73,3.32,679,102,189,76
3.33,4.05,4.66,1.78,908,84,141,369
1.59,3.1,3.31,1.7,2582,307,332,291
1.96,7.39,5.95,1.94,1915,117,163,576
4.82,4.5,3.53,0.25,638,87,74,7354
2.68,3.58,2.19,3.07,729,175,560,97
1.51,7.57,4.72,2.78,2337,166,293,304
4.32,3.49,2.25,2.29,696,80,450,128
3.89,7.47,4.1,2.24,765,56,144,173
4.22,5.32,5.52,0.22,641,57,37,20074
2.55,6.87,2.46,1.02,1337,106,369,799
3.7,7.12,3.26,0.65,788,66,141,1468
4.86,6.54,4.73,1.96,704,61,102,200
4.05,3.22,5.91,0.46,663,132,52,5184
1.53,5.51,2.33,2.69,2472,130,938,227
2.21,2.16,4.47,2.06,1558,379,292,331
2.55,3.45,5.23,2.18,1222,126,101,297
5.44,5.86,3.69,1.3,486,53,107,397
3.73,6.42,5.63,0.51,647,83,53,3107
2.73,5.8,4.49,1.6,930,83,219,306
5.24,4.71,5.3,1.87,636,76,95,229
2.44,2.27,2.84,1.78,1402,237,288,484
4.99,7.06,2.69,3.4,576,61,285,47
4.51,7.28,3.9,0.5,547,63,63,3241
3.72,7.1,4.38,1.78,1176,73,139,316
5.41,6.68,5.9,1.85,538,78,68,198
5.31,7.28,4.99,1.07,612,54,64,432
2.62,5.51,5.06,2.01,1262,166,174,297
4.66,6.53,4.49,3.08,656,60,122,122
3.22,3.8,2.78,1.29,980,113,280,557
5.31,2.11,5.87,0.57,694,133,43,2435
1.51,3.58,2.22,1.42,1670,318,523,635
4.37,6.98,4.46,3.28,708,74,180,58
2.92,2.62,5.54,2.25,1109,226,130,252
5.14,6.51,5.64,1.96,506,57,69,231
1.54,6.98,5.82,2.2,1351,180,245,261
3.61,6.5,3.21,1.69,1017,106,155,281
4.36,4.24,5.18,0.2,654,79,38,22936
3.82,7.36,3.6,2.84,738,75,231,116
3.63,4.12,5.13,2.33,680,130,106,240
2.38,5.88,5.06,1.15,1217,104,176,697
4.25,2.05,5.67,1.93,584,221,108,148
2.89,7.44,3.09,0.42,747,66,151,3901
5.03,2.27,2.26,3.12,545,81,284,45
5.49,5.58,5.98,3.34,539,81,81,51
4.01,6.3,2.13,2.37,875,80,316,138
4.81,4.67,5.97,1.22,400,89,47,324
4.62,4.64,5.39,3.21,780,94,119,104
3.82,3.65,2.38,0.91,705,107,237,961
3.67,5.04,5.43,1.36,917,70,107,525
3.74,2.67,3.52,2.85,547,179,254,93
2.83,3.95,3.22,1.39,1091,116,194,552
3.94,6.4,5.08,1.23,816,78,89,713
4.99,7.22,3.12,1.82,462,56,186,207
1.73,7.88,4.02,0.21,2110,93,147,40431
2.95,7.3,4.7,1.43,1049,101,167,561
2.93,2.53,3.75,0.41,1077,193,116,3662
4.45,4.4,4.13,2.59,440,64,196,69
4.66,7.71,2.22,2.24,674,56,353,140
3.97,4.95,3.01,1.36,793,106,143,407
3.98,2.34,3.03,1.4,843,182,223,287
3.55,2.25,4.06,2.01,975,193,142,218
5.14,3.2,3.82,1.02,499,104,95,369
2.37,6.47,4.4,2.41,1578,132,262,266
3.05,4.57,3.23,2.74,971,78,285,154
2.82,5.89,4.13,1.4,842,143,184,619
2.43,5.0,4.42,1.38,1392,88,125,623
2.19,6.0,4.3,1.65,1269,161,168,354
2.36,4.83,4.41,1.28,1263,175,194,880
3.89,5.6,5.47,3.44,602,98,119,67
3.01,3.57,4.91,3.24,866,113,162,122
2.04,3.84,3.76,1.99,1983,194,287,347
1.62,4.87,3.98,2.09,1129,198,390,461
1.55,6.89,5.38,2.34,1353,129,224,348
3.46,3.8,2.62,0.59,853,124,136,2004
4.72,7.66,4.33,0.99,715,60,122,872
1.89,6.62,4.11,0.69,1649,118,146,2794
3.74,6.39,5.09,2.23,1070,85,98,242
2.92,6.88,3.72,0.25,891,94,93,10970
2.45,6.93,5.7,0.37,1160,98,79,8499
3.06,2.63,3.15,0.15,1233,232,69,38004
2.79,4.17,3.44,0.5,1475,128,104,3250
3.13,7.24,4.0,0.76,1018,95,131,1464
5.18,5.47,4.4,1.86,500,59,131,227
5.12,4.94,3.95,2.6,570,86,167,117
3.66,4.51,3.54,0.9,1058,113,127,824
5.16,4.6,4.48,1.49,405,68,109,322
4.67,6.17,4.65,1.56,678,80,111,326
3.01,3.59,4.9,3.45,789,141,183,99
4.55,4.04,2.4,0.69,716,124,175,1322
5.15,5.24,2.98,1.32,536,62,186,347
1.95,2.74,3.04,0.43,1468,360,168,7018
5.31,7.67,2.48,3.38,316,62,248,68
2.35,2.56,3.85,0.26,901,231,101,14360
1.52,4.01,3.97,0.9,1697,212,221,2235
3.49,4.84,2.11,2.69,1057,79,503,114
2.76,2.16,5.45,2.6,1313,198,142,146
3.92,6.54,2.52,2.83,636,103,308,98
4.75,6.04,3.67,1.21,461,61,105,402
3.22,3.35,5.35,3.31,1141,163,201,89
3.59,3.56,2.31,1.05,902,133,242,933
4.41,3.22,4.37,2.51,513,165,135,145
4.01,6.59,4.67,0.41,768,57,66,4652
2.74,2.35,2.12,0.75,963,164,384,1392
2.39,3.19,3.96,3.19,1263,180,225,121
5.4,6.73,2.54,2.66,419,64,365,82
1.85,7.81,4.76,1.36,1645,114,177,625
4.87,6.44,4.47,0.85,610,70,94,1047
1.55,4.08,5.19,2.65,2166,273,238,430
2.31,5.97,3.89,0.76,1588,107,169,1953
4.42,5.4,3.38,0.77,408,92,158,810
2.9,7.19,2.43,2.7,960,74,402,118
3.72,3.4,3.16,1.6,688,170,206,235
5.16,3.71,3.69,2.42,526,100,139,118
3.46,4.37,4.77,0.87,745,88,100,1450
3.11,2.74,5.78,2.58,1153,149,98,183
2.59,7.97,4.67,2.35,1466,115,256,193
3.05,5.84,3.2,1.2,1036,122,208,471
2.9,2.91,3.77,1.82,995,191,208,320
5.07,2.5,4.48,1.75,466,163,105,309
5.14,5.75,3.84,0.79,523,61,85,807
4.2,4.13,4.44,1.75,558,113,158,198
2.73,4.79,4.53,3.1,1161,149,232,119
4.48,3.73,3.25,1.75,515,136,215,298
4.37,3.99,5.75,0.22,235,105,31,12829
2.08,3.61,3.78,3.38,1716,171,414,127
3.35,2.63,3.23,2.06,472,174,154,154
1.6,6.39,2.58,1.83,2199,123,589,469
4.08,5.19,5.07,2.09,577,75,134,224
4.76,4.34,5.59,2.59,690,89,116,144
1.54,4.27,3.6,1.61,1785,286,462,701
3.7,2.53,3.89,1.11,907,194,122,669
2.83,3.88,2.38,1.18,1402,162,295,542
2.17,6.51,5.73,0.43,1686,144,82,5199
2.23,6.97,5.81,0.22,1099,105,29,24076
4.79,4.92,3.8,1.35,590,84,154,384
5.07,7.67,3.81,2.79,682,66,166,125
4.03,7.55,2.17,2.65,637,68,389,79
3.93,2.96,3.24,2.58,740,145,252,157
4.88,6.63,3.51,2.88,732,65,129,72
5.02,7.3,3.98,0.18,505,71,67,20460
2.82,4.18,2.68,3.01,1184,112,416,78
4.53,3.67,4.87,1.83,755,87,109,84
2.58,3.2,2.95,2.91,1576,182,520,96
4.7,4.57,5.89,3.16,584,124,74,73
2.72,4.24,2.44,0.51,1145,121,266,3501
4.79,2.25,4.75,3.4,586,124,136,75
1.74,3.64,3.08,0.61,2019,219,349,3974
3.76,6.78,5.3,1.18,814,78,93,629
1.6,6.36,2.97,2.85,2108,176,533,279
4.38,7.88,4.28,0.73,521,50,80,1150
3.48,2.09,2.62,2.3,651,182,342,110
5.06,2.4,4.9,2.11,457,103,59,156
4.55,2.88,2.39,0.51,371,139,149,2122
3.03,5.44,4.13,3.28,983,123,218,134
1.7,5.8,2.43,1.49,2504,153,456,679
2.15,5.52,3.16,2.47,1382,140,287,246
3.64,3.52,3.33,0.13,846,173,78,36118
3.44,2.66,4.97,1.23,1064,171,113,679
4.76,7.95,3.85,1.99,623,64,112,182
3.88,7.36,2.13,1.16,793,58,371,353
3.24,7.1,3.43,2.03,625,104,293,183
4.85,2.94,3.08,2.81,479,106,193,63
3.02,4.66,3.3,1.75,1094,167,278,300
2.17,5.25,3.39,3.42,1161,145,401,120
4.19,5.18,5.55,1.09,668,87,82,693
2.81,4.37,5.34,1.65,1115,118,150,505
5.26,5.32,3.5,1.27,859,62,125,208
2.76,2.33,4.97,1.73,937,233,126,415
1.92,4.04,2.66,3.18,1448,197,736,149
2.52,2.27,5.99,0.43,1358,242,80,6274
2.04,5.73,3.03,0.13,1055,143,128,58199
3.85,7.47,4.57,0.85,502,50,110,1053
3.35,3.93,4.59,0.87,1056,119,148,1431
3.1,3.51,4.28,3.32,906,177,130,107
3.05,4.62,3.42,2.18,1101,116,228,250
4.33,5.88,4.54,2.17,665,69,90,200
4.81,5.47,5.25,1.69,567,102,127,427
4.86,4.85,2.59,3.36,610,109,193,59
5.41,2.21,5.82,0.68,386,168,58,1492
3.62,4.5,3.78,2.05,831,109,229,247
3.19,3.66,5.18,2.35,1341,155,107,188
4.97,7.52,4.59,2.4,755,67,93,117
5.08,5.48,4.37,2.76,569,62,156,110
4.98,3.01,4.26,3.25,518,96,221,82
1.71,6.36,4.3,1.58,1273,145,151,677
2.26,6.72,2.63,1.53,1778,142,466,623
2.34,6.59,5.51,0.21,1288,104,63,36234
5.09,2.39,4.83,2.29,447,171,136,147
3.04,4.93,5.21,3.0,728,110,162,136
2.45,3.38,4.69,3.07,1354,219,184,135
5.23,6.38,5.81,2.7,625,64,59,79
4.71,6.32,5.07,2.64,558,58,102,91
4.43,4.47,2.8,3.04,521,78,247,98
2.4,6.24,5.41,2.39,814,127,179,271
1.94,2.64,3.12,0.37,1442,233,230,6281
3.12,4.83,4.85,2.62,967,137,176,134
2.26,6.42,3.91,3.21,1276,119,281,118
4.02,2.16,5.62,2.96,869,220,140,122
3.52,7.69,4.37,1.94,1151,29,152,158
3.65,7.26,3.21,2.83,814,48,298,130
5.35,6.86,4.14,1.32,463,45,82,492
3.93,2.46,2.23,2.48,652,128,392,105
3.91,5.82,4.09,3.24,886,96,129,83
5.08,5.55,3.79,2.49,396,56,181,72
3.13,2.65,5.8,2.31,1331,203,124,226
3.75,3.92,3.53,2.05,980,108,231,232
3.43,7.46,4.95,3.18,839,80,123,124
3.51,5.15,3.9,1.77,643,102,158,192
2.01,7.87,5.71,0.91,1778,89,146,1398
3.05,4.61,2.21,2.38,1080,89,691,138
5.06,5.8,5.7,1.06,641,55,56,710
1.82,4.74,2.62,1.13,1943,166,495,912
2.93,6.43,5.23,1.44,1021,132,125,770
2.23,6.87,3.24,3.0,2105,101,448,94
2.97,6.71,3.19,2.95,900,76,292,86
4.45,5.08,2.58,0.88,644,62,266,609
4.9,5.56,5.11,1.07,432,47,54,737
3.17,6.32,4.64,1.73,892,46,182,309
3.57,2.22,4.7,0.79,1015,195,94,1484
5.13,3.52,2.93,3.31,510,100,244,61
3.59,6.56,4.29,0.21,717,71,42,15742
1.84,2.61,3.47,1.1,2093,315,193,1371
4.28,7.69,5.26,0.7,647,58,62,1821
2.64,5.27,3.93,1.72,1048,109,200,410
4.66,6.95,5.04,1.63,578,61,94,332
5.29,6.12,3.02,0.8,422,61,128,790
5.04,6.18,4.79,0.77,527,73,68,1006
1.77,3.01,3.86,2.64,2228,177,503,225
4.94,3.21,5.47,2.86,613,139,130,94
2.38,7.06,3.57,2.1,1305,127,239,296
3.03,2.46,2.95,1.66,617,166,224,437
5.16,3.39,5.0,1.26,572,81,90,285
3.77,2.62,5.14,1.88,666,165,113,329
4.91,7.88,3.04,2.34,733,69,292,155
2.09,2.14,3.63,2.43,1312,359,328,219
2.76,7.29,3.8,2.42,1098,118,185,174
4.76,2.18,5.02,1.51,515,129,93,340
3.9,4.54,4.83,0.39,674,133,67,4969
5.14,5.72,3.93,1.71,675,83,148,235
5.34,5.53,4.95,2.43,407,60,103,145
2.94,2.99,4.57,1.85,984,143,203,342
1.78,6.83,3.66,2.9,2222,99,271,152
1.8,3.0,2.39,2.94,1987,261,767,172
2.66,5.68,4.75,0.74,1665,121,53,1489
4.44,3.79,3.12,1.15,607,114,102,602
2.56,2.54,5.66,2.61,1323,195,143,203
5.45,3.03,5.27,1.5,390,109,62,294
1.56,7.23,2.19,3.42,2434,146,1083,99
3.55,2.62,5.55,3.01,893,154,178,94
3.45,3.77,3.89,2.79,630,104,211,96
1.81,3.1,2.5,3.37,2079,347,541,97
3.49,4.44,4.83,2.41,969,88,120,255
1.53,3.34,5.72,2.07,2370,200,194,462
4.06,5.44,2.92,0.67,739,80,193,1356
4.34,5.71,5.17,0.58,738,72,60,1931
1.95,5.76,3.58,2.65,1384,102,308,260
3.22,4.8,2.46,1.15,1048,67,317,627
4.45,2.38,5.73,0.63,419,122,42,2189
3.23,5.69,4.39,0.91,922,126,81,899
3.39,4.41,4.36,2.85,789,121,132,153
3.6,6.7,3.63,2.7,766,64,294,104
3.27,7.57,4.19,2.47,646,88,170,135
4.63,2.59,5.51,1.62,480,104,59,190
5.38,6.12,2.28,1.85,418,51,249,188
4.77,6.99,4.41,2.82,627,62,122,88
5.4,7.78,5.06,0.81,593,47,65,1102
5.28,4.09,3.51,1.8,481,91,144,236
4.61,7.75,3.26,3.45,716,47,312,58
2.42,4.75,5.22,0.34,1537,177,63,9396
4.13,2.71,2.81,0.84,833,135,191,797
3.99,2.94,2.79,1.75,671,111,202,188
4.67,7.23,2.12,2.93,614,40,351,62
2.77,2.19,5.34,1.95,1230,260,133,381
1.61,2.25,3.46,1.52,2329,415,450,576
1.5,4.71,2.11,0.36,3010,203,415,7223
4.82,4.65,3.94,1.1,388,104,117,381
5.46,6.82,2.22,3.37,479,54,314,45
5.37,5.61,4.88,0.13,521,71,33,41023
3.14,6.22,2.06,0.41,875,108,238,3228
4.54,2.39,5.56,1.65,601,131,93,430
3.16,5.9,5.15,2.56,814,94,178,151
3.47,2.23,3.09,0.76,890,209,180,1075
2.85,2.05,2.95,2.61,1326,252,442,139
5.09,4.88,2.29,2.79,647,94,344,78
5.12,2.96,5.31,3.28,618,166,117,103
5.13,7.55,4.53,2.05,384,46,125,130
1.79,3.22,3.88,2.26,1463,299,301,336
1.94,6.24,5.1,2.82,1372,168,292,187
1.97,6.35,4.84,2.98,2028,146,279,186
4.87,7.36,3.84,1.73,681,74,150,214
1.8,4.77,3.73,2.92,2164,171,325,175
5.25,4.69,5.09,1.83,363,76,110,223
2.21,2.83,2.4,1.36,1343,259,551,570
2.83,7.4,3.9,3.28,934,79,102,123
4.07,4.46,3.93,1.14,314,76,88,510
1.52,7.41,3.32,2.99,2127,155,578,196
2.87,3.76,3.84,0.54,1224,130,133,3403
1.56,3.51,5.33,1.26,2600,290,239,1400
2.34,3.78,3.36,0.97,1084,128,268,1091
4.73,6.97,5.22,1.42,463,72,104,306
3.09,4.0,2.13,2.71,1249,99,683,121
4.82,6.29,5.62,1.0,811,88,76,575
2.37,4.42,5.4,0.87,1233,190,90,1677
3.64,7.42,5.06,2.81,845,77,157,84
2.89,3.42,2.06,3.44,861,154,757,77
3.86,6.94,5.32,2.63,911,68,124,94
2.73,7.08,4.48,2.1,1129,78,185,348
3.15,2.27,2.87,0.19,973,249,108,26110
4.33,5.2,3.36,2.74,519,82,210,109
4.44,6.82,3.16,0.44,462,83,88,3060
2.01,7.5,4.63,2.82,1654,90,155,155
5.26,4.06,4.61,0.76,494,99,66,1420
3.51,3.63,5.28,2.33,873,114,129,213
2.49,4.35,5.01,3.29,1397,104,162,140
4.17,4.93,4.64,2.91,719,73,128,97
3.83,4.58,2.05,2.27,523,105,466,81
1.76,4.73,3.88,2.58,1850,212,361,134
4.45,5.96,5.15,2.12,485,81,112,178
4.97,3.7,3.26,2.21,649,108,219,126
4.65,5.09,3.02,2.25,457,86,229,152
1.55,2.38,4.85,1.82,2646,335,276,392
3.34,5.69,2.73,2.55,753,111,306,123
5.34,3.19,5.99,1.8,622,113,75,212
3.19,3.38,2.45,1.72,992,116,376,200
1.67,3.95,2.5,2.61,1901,220,537,232
2.63,6.42,2.83,0.2,1505,115,109,20674
3.55,7.62,4.57,0.97,704,57,98,987
4.83,6.3,4.69,3.12,670,63,152,71
5.16,7.81,5.27,3.39,472,49,96,64
1.9,7.02,4.01,2.26,1721,117,345,304
2.71,5.01,3.93,0.72,1503,110,89,1274
3.22,2.14,2.05,3.19,813,231,651,48
3.48,3.56,2.93,1.57,935,160,185,230
5.22,3.5,3.72,2.5,605,111,107,120
2.73,5.74,5.07,2.17,671,109,154,197
3.11,4.48,4.12,2.65,642,121,234,171
3.65,2.92,2.23,0.29,703,171,196,6313
1.88,5.48,5.11,2.86,1561,138,197,207
3.25,3.48,5.83,3.23,911,144,84,130
2.67,5.67,3.12,0.62,1169,119,233,3029
3.75,7.42,4.03,1.61,957,76,143,347
2.02,6.18,4.93,1.73,1252,175,198,364
2.16,4.68,5.33,0.88,1419,138,127,899
2.8,3.16,2.42,1.84,1186,220,278,249
2.83,4.01,5.67,0.5,1025,127,56,4319
4.88,6.25,2.98,0.71,678,74,160,1007
3.22,2.36,4.77,0.25,717,138,58,11952
2.8,5.51,2.75,1.18,976,62,204,785
2.99,3.69,5.0,0.2,1152,138,68,28356
2.32,5.97,2.02,3.36,1451,149,517,75
3.31,4.18,3.1,2.99,922,144,291,94
3.15,2.99,3.42,0.43,433,190,173,5117
2.44,3.89,2.08,3.34,1445,143,658,74
3.57,4.83,5.01,2.38,650,125,168,166
1.51,6.95,5.14,2.9,2078,168,210,263
3.89,3.61,3.25,3.17,677,108,232,73
2.49,5.78,3.73,2.26,1663,131,291,286
1.87,5.96,2.94,0.3,1795,183,161,12997
2.29,3.12,2.85,3.08,1221,192,394,82
3.21,4.32,2.91,2.35,1079,160,385,191
1.8,5.48,4.01,1.0,2454,208,221,1649
3.29,6.8,4.27,1.7,1144,101,130,450
2.53,5.05,5.37,1.72,845,107,113,428
2.5,2.32,4.35,3.44,1070,192,305,153
1.67,7.28,4.73,3.31,2079,157,289,149
2.48,4.69,4.02,0.8,937,131,188,1089
2.67,5.24,2.65,1.37,1225,110,265,470
5.28,2.14,3.1,0.28,565,159,64,5135
2.31,2.15,2.18,2.84,1855,415,529,68
2.44,7.11,4.76,1.65,1184,125,141,436
2.81,6.3,5.7,1.83,1266,79,159,566
4.82,5.04,4.93,0.65,495,69,50,1329
3.33,2.26,4.28,3.26,662,160,203,83
4.72,6.01,4.41,2.35,649,77,160,129
1.61,5.37,5.57,3.33,3053,118,190,150
1.91,7.19,3.6,2.71,1711,112,449,218
2.3,6.8,5.18,2.0,1400,103,124,347
4.56,2.38,4.69,0.48,603,172,95,3808
2.86,6.21,4.52,1.17,1265,92,152,1094
4.7,5.78,2.25,2.81,461,68,358,56
2.4,2.81,2.29,2.62,1367,335,712,162
3.03,2.45,3.67,0.31,1157,215,70,10863
3.7,4.36,5.0,3.28,628,91,191,93
4.22,6.84,2.05,3.23,750,51,521,44
2.35,4.37,4.38,1.81,1285,134,98,268
3.24,2.94,3.44,3.22,882,214,323,91
1.92,6.17,4.75,3.04,1220,171,279,171
2.29,7.58,5.47,0.73,1826,103,84,2053
2.02,4.21,4.36,1.89,1715,162,289,274
4.09,4.2,2.17,2.77,963,91,391,63
2.86,5.54,5.99,3.05,703,163,147,181
1.65,7.26,5.4,1.45,2195,110,176,736
1.93,5.74,3.29,2.79,1971,123,428,170
2.53,4.85,2.98,0.94,992,129,228,1235
5.44,4.92,3.88,0.22,565,90,61,8983
4.49,7.2,2.48,1.23,556,59,265,429
3.16,7.13,5.38,3.14,992,60,127,96
4.35,5.78,5.21,0.32,612,83,57,7677
1.6,2.1,2.01,2.27,1632,369,965,262
3.46,2.52,3.46,3.24,495,168,298,84
3.69,4.59,3.52,0.71,960,94,139,1646
4.83,4.66,3.75,2.31,588,65,152,104
5.43,4.27,2.43,1.42,443,86,276,179
3.29,2.22,5.92,3.37,512,163,139,94
4.76,3.93,4.82,2.11,753,110,102,159
2.54,2.94,5.37,1.63,1395,249,151,440
3.53,5.61,5.4,3.36,870,127,160,98
2.02,4.91,5.51,0.29,1376,153,84,17552
1.92,4.95,5.48,1.36,834,134,125,1252
2.71,5.37,4.8,2.32,985,134,180,288
3.81,7.13,4.66,0.83,944,79,92,1659
1.59,5.97,2.79,3.28,1266,166,605,134
4.63,2.79,5.35,0.89,498,167,81,1175
3.03,3.75,2.98,2.36,1204,132,299,164
3.59,6.5,3.48,0.33,798,68,126,2482
3.4,6.56,3.35,0.21,925,115,124,12883
5.43,6.06,4.89,1.33,406,57,81,417
5.27,7.85,4.25,1.41,298,50,66,313
4.29,3.15,2.24,0.57,596,140,139,1997
4.73,2.57,2.6,0.42,700,143,111,2293
2.17,5.06,2.37,3.2,1367,152,499,110
1.76,3.96,5.84,0.48,1346,254,88,7475
4.18,4.0,5.92,1.01,783,132,71,820
2.48,7.3,2.22,2.77,1197,113,661,151
3.99,5.91,5.82,1.54,475,43,64,277
4.15,6.99,5.46,3.32,854,72,78,82
3.61,2.37,2.03,2.65,768,186,432,97
3.46,3.85,2.26,2.94,1017,115,483,62
2.32,5.1,5.94,3.34,1597,154,169,138
2.17,7.92,4.76,0.58,1263,113,131,4083
3.67,5.54,5.87,0.12,620,69,22,56729
5.31,5.58,4.48,2.53,430,77,135,136
3.89,4.7,2.22,3.26,522,134,514,79
3.0,6.77,4.33,0.42,940,88,80,4711
3.9,3.83,5.65,1.33,703,130,109,557
5.1,3.09,5.44,3.47,600,69,95,47
1.88,4.78,3.51,2.54,1933,152,279,181
4.98,6.77,4.86,1.27,512,50,76,466
2.04,7.17,3.7,3.27,1281,84,475,122
4.22,6.86,5.95,1.97,743,53,89,237
2.29,3.34,2.84,1.7,1225,198,446,337
4.82,7.42,2.42,3.41,689,61,336,61
